,idx,beta,pval,cilb,ciub,i2,tau2,symbol
ENSG00000168172.7,942,-0.143943025695018,0.0662088101424487,-0.29752060717615,0.00963455578611488,94.6719189415594,0.120863793881688,HOOK3
ENSG00000198182.11,10398,0.228258527803851,0.0665989388577126,-0.0156280630441773,0.47214511865188,98.0929625898648,0.330129292735903,ZNF607
ENSG00000189339.10,20470,-0.133830630566155,0.0689734672391524,-0.278064739569728,0.0104034784374184,90.2604758333325,0.0956980902392816,SLC35E2B
ENSG00000213462.4,4482,0.229350812546288,0.0730527971058374,-0.0214269597258528,0.480128584818428,95.1239267994091,0.331293993787858,ERV3-1
ENSG00000128989.9,19011,-0.126683819485442,0.0774115451159593,-0.267289072826463,0.0139214338555795,97.3308944769952,0.109599920148836,ARPP19
ENSG00000185344.12,54647,0.0882437212439677,0.0826549237166111,-0.0114140162373946,0.18790145872533,94.3256045077785,0.049693839985862,ATP6V0A2
ENSG00000108556.7,46856,-0.288482303384252,0.0932268492188137,-0.625316234607648,0.0483516278391431,95.3409459799867,0.55681194351397,CHRNE
ENSG00000099974.7,19039,0.198681980550058,0.123744391625946,-0.0543053077336015,0.451669268833717,95.1282701569889,0.332252161148383,DDTL
ENSG00000105866.12,18351,-0.156668749346141,0.134214173549362,-0.361694750755155,0.0483572520628734,96.5687619944929,0.219079479663502,SP4
ENSG00000154328.14,37222,-0.105755237132328,0.17337977215296,-0.258004994318012,0.0464945200533554,96.4816519443329,0.119773324067084,NEIL2
ENSG00000134987.10,1277,0.0940324937134377,0.199473736757132,-0.0496095808432953,0.237674568270171,97.1868603666571,0.113524356884863,WDR36
ENSG00000186300.10,36137,-0.124971337044992,0.202663570007004,-0.317231465116321,0.067288791026337,97.1141243674443,0.199120170400159,ZNF555
ENSG00000104447.10,18999,-0.206821853019017,0.20418456358292,-0.526076131290204,0.11243242525217,97.7451918300707,0.556029844033289,TRPS1
ENSG00000175387.14,26709,-0.0827321411026112,0.21037180423769,-0.212190309364824,0.0467260271596013,97.7825754705329,0.092581746421336,SMAD2
ENSG00000169967.15,25891,-0.0769835283314701,0.224086149728512,-0.201093658068413,0.0471266014054725,96.0744121608879,0.0863791500856477,MAP3K2
ENSG00000146530.10,17576,-0.504324688113472,0.231434445427413,-1.33033070232631,0.321681326099363,97.6638430527317,3.73022916107687,VWDE
