,TE.fixed,lower.fixed,upper.fixed,pval.fixed,TE.random,lower.random,upper.random,pval.random,symbol
ENSG00000198625.11,0.972078417389226,0.914663638222268,1.0330972065212,0.361931383104566,0.978492601536629,0.879452086476116,1.08868667888245,0.689653632735133,MDM4
ENSG00000134253.8,1.00460658136643,0.960749663044877,1.05046550849283,0.840070045754385,1.01737203780488,0.927643396263869,1.11577990796458,0.714662952177735,TRIM45
ENSG00000198231.11,0.961506363745688,0.859528517710268,1.07558326277091,0.49257685034267,0.970420541256985,0.820305445415532,1.14800655311567,0.726200576666898,DDX42
ENSG00000171860.4,0.997424864605827,0.966864014885757,1.02895168836282,0.870991809998652,0.993049358974814,0.953851165917013,1.03385838860115,0.734270836596695,C3AR1
ENSG00000122729.17,0.979542848162254,0.91868460741618,1.04443264167062,0.527665698063957,0.985087730046138,0.899998796920457,1.07822125897044,0.744443826421577,ACO1
ENSG00000011198.6,0.969634011707357,0.905717330564151,1.03806130779686,0.375451688898465,0.982319893635365,0.878931780220795,1.09786947650179,0.753230769711338,ABHD5
ENSG00000168172.7,0.985919740061625,0.924101074260339,1.05187382735293,0.667769489101693,0.988329850988625,0.915571584928554,1.06687004100441,0.763506901556127,HOOK3
ENSG00000143437.19,0.991796677555733,0.90083447078944,1.09194383819323,0.866718236342944,0.991796677555733,0.90083447078944,1.09194383819323,0.866718236342944,ARNT
ENSG00000167526.12,1.01095417614095,0.960048806730859,1.06455873815105,0.679392669812211,0.996798120715458,0.916966071786911,1.08358043338028,0.93997832059377,RPL13
ENSG00000105750.13,1.00202650285733,0.966333993043321,1.03903735111953,0.912887579004055,0.998750544173889,0.944337120812464,1.05629931038762,0.965111296106549,ZNF85
ENSG00000183186.6,1.00271855440047,0.97904823034182,1.02696115286163,0.82373948969322,1.00055160899205,0.972872684228781,1.02901801899205,0.969266991031733,C2CD4C
ENSG00000063587.13,1.0014951716922,0.940988088806688,1.06589295959604,0.962522077705371,1.00136010183729,0.922218517894124,1.08729334110672,0.974188180998608,ZNF275
